Gene_ID	Final_Annotation
1_3444	GMP/IMP nucleotidase YrfG
1_3445	Heat shock protein 15
1_3446	33 kDa chaperonin {ECO:0000255|HAMAP-Rule:MF_00117}
1_3447	Uncharacterized protein YhgE
1_3448	Phosphoenolpyruvate carboxykinase (ATP) {ECO:0000255|HAMAP-Rule:MF_00453}
1_3449	Sensor histidine kinase EnvZ {ECO:0000305}
1_3450	NULL
1_3451	Transcription elongation factor GreB {ECO:0000255|HAMAP-Rule:MF_00930}
1_3452	NULL
1_3453	Hypothetical protein
1_3454	Fe(2+) transport protein A/Fe(2+) transporter FeoB fusion protein {ECO:0000305}
1_3455	Hypothetical protein
1_3456	Putative inactive recombination-promoting nuclease-like protein YjiQ
1_3457	Pimeloyl-[acyl-carrier protein] methyl ester esterase {ECO:0000255|HAMAP-Rule:MF_01260}
1_3458	DNA utilization protein YhgH
1_3459	Fe/S biogenesis protein NfuA {ECO:0000255|HAMAP-Rule:MF_01637}
1_3460	Gluconate permease
1_3461	4-alpha-glucanotransferase
1_3462	Glycogen phosphorylase
1_3463	HTH-type transcriptional regulator MalT {ECO:0000255|HAMAP-Rule:MF_01247}
1_3464	RNA 3'-terminal phosphate cyclase {ECO:0000255|HAMAP-Rule:MF_00200}
1_3465	NULL
1_3466	Transcriptional regulatory protein RtcR
1_3467	HTH-type transcriptional repressor CsqR {ECO:0000305}
1_3468	Rhomboid protease GlpG {ECO:0000255|HAMAP-Rule:MF_01594}
1_3469	Thiosulfate sulfurtransferase GlpE {ECO:0000255|HAMAP-Rule:MF_01009}
1_3470	NULL
1_3471	Protein YzgL
1_3472	Glycogen phosphorylase, liver form {ECO:0000305|PubMed:1339293}
1_3473	Glycogen synthase {ECO:0000255|HAMAP-Rule:MF_00484}
1_3474	Glucose-1-phosphate adenylyltransferase {ECO:0000255|HAMAP-Rule:MF_00624}
1_3475	Glycogen debranching enzyme {ECO:0000255|HAMAP-Rule:MF_01248}
1_3476	1,4-alpha-glucan branching enzyme GlgB {ECO:0000255|HAMAP-Rule:MF_00685}
1_3477	Aspartate-semialdehyde dehydrogenase
1_3478	UPF0056 membrane protein BU449
1_3479	High-affinity gluconate transporter
1_3480	Thermoresistant gluconokinase
1_3481	HTH-type transcriptional regulator IdnR
1_3482	Putative quercetin 2,3-dioxygenase sll1773
1_3483	Uncharacterized oxidoreductase YhhX
1_3484	L-amino acid N-acetyltransferase AaaT {ECO:0000303|PubMed:27941785}
1_3485	Uncharacterized protein YhhZ
1_3486	Putative uncharacterized protein YrhA
1_3487	Insertion element iso-IS1d protein InsA
1_3488	Insertion element IS1 protein InsB
1_3489	Hypothetical protein
1_3490	Uncharacterized protein YrhB
1_3491	Glutathione hydrolase light chain {ECO:0000250|UniProtKB:P19440}
1_3492	Uncharacterized protein YhhA
1_3493	Glycerophosphodiester phosphodiesterase, cytoplasmic
1_3494	sn-glycerol-3-phosphate import ATP-binding protein UgpC {ECO:0000255|HAMAP-Rule:MF_01727}
1_3495	sn-glycerol-3-phosphate transport system permease protein UgpE
1_3496	sn-glycerol-3-phosphate transport system permease protein UgpA
1_3497	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
1_3498	High-affinity branched-chain amino acid transport ATP-binding protein BraG
1_3499	NULL
1_3500	High-affinity branched-chain amino acid transport system permease protein BraE
1_3501	NULL
1_3502	Leu/Ile/Val-binding protein homolog 2
1_3503	PanD regulatory factor {ECO:0000255|HAMAP-Rule:MF_02018, ECO:0000305}
1_3504	Leu/Ile/Val-binding protein homolog 2
1_3505	RNA polymerase sigma factor RpoH {ECO:0000255|HAMAP-Rule:MF_00961}
1_3506	Cell division protein FtsX
1_3507	Cell division ATP-binding protein FtsE {ECO:0000305}
1_3508	Signal recognition particle receptor FtsY {ECO:0000255|HAMAP-Rule:MF_00920}
1_3509	Ribosomal RNA small subunit methyltransferase D
1_3510	Hypothetical protein
1_3511	Uncharacterized protein YhhM
1_3512	Uncharacterized membrane protein YhhN
1_3513	Cadmium, zinc and cobalt-transporting ATPase
1_3514	Hypothetical protein
1_3515	Probable queuosine precursor transporter {ECO:0000255|HAMAP-Rule:MF_02088}
1_3516	Inner membrane lipoprotein DcrB {ECO:0000255|HAMAP-Rule:MF_02248}
1_3517	Uncharacterized MFS-type transporter STM4428 {ECO:0000305}
1_3518	Putative transport protein HI_0338
1_3519	4'-phosphopantetheinyl transferase AcpT
1_3520	Metal-staphylopine-binding protein CntA {ECO:0000305}
1_3521	Putative peptide transport system permease protein BRA1092/BS1330_II1084
1_3522	Metal-staphylopine import system permease protein CntC {ECO:0000305}
1_3523	Nickel import ATP-binding protein NikD {ECO:0000255|HAMAP-Rule:MF_01711}
1_3524	Nickel import ATP-binding protein NikE {ECO:0000255|HAMAP-Rule:MF_01712}
1_3525	Nickel-responsive regulator {ECO:0000255|HAMAP-Rule:MF_00476}
1_3526	Toxin protein Tse5 {ECO:0000303|PubMed:24794869}
1_3527	Uncharacterized protein YhhH
1_3528	Hypothetical protein
1_3529	Putative transposase YncI
1_3530	Inner membrane transport permease YhhJ
1_3531	Nod factor export ATP-binding protein I {ECO:0000255|HAMAP-Rule:MF_01704}
1_3532	Uncharacterized protein YhiI
1_3533	Putative uncharacterized protein YhiL
1_3534	Putative uncharacterized protein YhiL
1_3535	Putative uncharacterized protein YhiL
1_3536	Inner membrane protein YhiM
1_3537	Uncharacterized protein HI_0933
1_3538	Low-affinity inorganic phosphate transporter
1_3539	Universal stress protein B {ECO:0000255|HAMAP-Rule:MF_01088}
1_3540	Universal stress protein A homolog
1_3541	NULL
1_3542	Ribosomal RNA small subunit methyltransferase J {ECO:0000255|HAMAP-Rule:MF_01523}
1_3543	Dipeptidyl carboxypeptidase
1_3544	Ribosomal RNA large subunit methyltransferase J {ECO:0000255|HAMAP-Rule:MF_00934}
1_3545	Glutathione reductase, chloroplastic
1_3546	Hypothetical protein
1_3547	Arsenical resistance operon repressor
1_3548	Putative arsenical pump membrane protein
1_3549	Arsenate reductase {ECO:0000303|PubMed:16199569}
1_3550	Putative uncharacterized protein YhiS
1_3551	Transposase InsH for insertion sequence element IS5Y
1_3552	Outer membrane protein Slp
1_3553	HTH-type transcriptional regulator DctR
1_3554	Uncharacterized protein YhiD
1_3555	Acid stress chaperone HdeB {ECO:0000255|HAMAP-Rule:MF_00947}
1_3556	Acid stress chaperone HdeA {ECO:0000255|HAMAP-Rule:MF_00946}
1_3557	Protein HdeD
1_3558	Transcriptional regulator GadE
1_3559	Hypothetical protein
1_3560	Membrane fusion protein MtrC
1_3561	Multidrug resistance protein MdtB {ECO:0000255|HAMAP-Rule:MF_01423}
1_3562	HTH-type transcriptional regulator GadW
1_3563	HTH-type transcriptional regulator GadX
1_3564	Glutamate decarboxylase
1_3565	Cytochrome c551 peroxidase
1_3566	Putative periplasmic trehalase
1_3567	Putative HTH-type transcriptional regulator YhjB
1_3568	Uncharacterized HTH-type transcriptional regulator YhjC
1_3569	Uncharacterized protein Dda3937_02003
1_3570	Proline/betaine transporter
1_3571	AsmA family protein YhjG
1_3572	Cyclic di-GMP phosphodiesterase PdeH {ECO:0000305}
1_3573	2-dehydro-3-deoxygluconokinase
1_3574	Protein YhjJ
1_3575	C4-dicarboxylate transport protein {ECO:0000255|HAMAP-Rule:MF_01300}
1_3576	Phytochrome-like protein cph2
1_3577	Cellulose synthase operon protein C
1_3578	Endoglucanase
1_3579	Cyclic di-GMP-binding protein
1_3580	Cyclic di-GMP-binding domain
1_3581	Cellulose biosynthesis protein BcsQ
1_3582	Hypothetical protein
1_3583	Cyclic di-GMP binding protein BcsE {ECO:0000303|PubMed:24942809}
1_3584	Hypothetical protein
1_3585	Cellulose biosynthesis protein BcsG
1_3586	Hypothetical protein
1_3587	Probable serine transporter
1_3588	Oligopeptide transport ATP-binding protein OppF
1_3589	Glutathione import ATP-binding protein GsiA {ECO:0000250|UniProtKB:P75796}
1_3590	Putative peptide transport system permease protein BMEII0207/BMEII0208
1_3591	Putrescine export system permease protein SapB {ECO:0000305}
1_3592	Peptide transport periplasmic protein SapA
1_3593	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
1_3594	Uncharacterized MFS-type transporter YhjX {ECO:0000305}
1_3595	Uncharacterized protein YhjY
1_3596	DNA-3-methyladenine glycosylase
1_3597	Peptidyl-lysine N-acetyltransferase YiaC {ECO:0000305}
1_3598	Trimethylamine-N-oxide reductase
1_3599	Probable lipoprotein YiaD
1_3600	Glyoxylate/hydroxypyruvate reductase B {ECO:0000255|HAMAP-Rule:MF_01667}
1_3601	Uncharacterized protein YiaF
1_3602	Uncharacterized HTH-type transcriptional regulator YiaG
1_3603	Hypothetical protein
1_3604	Hypothetical protein
1_3605	Insertion element IS150 uncharacterized 19.7 kDa protein
1_3606	Putative transposase InsK for insertion sequence element IS150
1_3607	Glycine--tRNA ligase beta subunit {ECO:0000255|HAMAP-Rule:MF_00255}
1_3608	Glycine--tRNA ligase alpha subunit {ECO:0000255|HAMAP-Rule:MF_00254}
1_3609	Uncharacterized lipoprotein YsaB
1_3610	O-acetyltransferase WecH {ECO:0000255|HAMAP-Rule:MF_01949, ECO:0000303|PubMed:16936038}
1_3611	Inner membrane protein YiaA
1_3612	Inner membrane protein YiaB
1_3613	Xylulose kinase {ECO:0000255|HAMAP-Rule:MF_02220}
1_3614	Xylose isomerase {ECO:0000255|HAMAP-Rule:MF_00455}
1_3615	D-xylose-binding periplasmic protein
1_3616	Ribose import ATP-binding protein RbsA {ECO:0000255|HAMAP-Rule:MF_01716}
1_3617	Xylose transport system permease protein XylH
1_3618	Xylose operon regulatory protein
1_3619	Protein bax
1_3620	Periplasmic alpha-amylase
1_3621	Valine--pyruvate aminotransferase
1_3622	Electron transport protein HydN
1_3623	Uncharacterized HTH-type transcriptional regulator HI_1032
1_3624	2,3-diketo-L-gulonate reductase {ECO:0000255|HAMAP-Rule:MF_00820}
1_3625	Protein YiaL
1_3626	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
1_3627	Sialic acid TRAP transporter permease protein SiaT
1_3628	Solute-binding protein Veis_3954 {ECO:0000305}
1_3629	Probable L-xylulose kinase
1_3630	Probable 3-keto-L-gulonate-6-phosphate decarboxylase
1_3631	L-ribulose-5-phosphate 3-epimerase UlaE {ECO:0000255|HAMAP-Rule:MF_01951}
1_3632	Probable L-ribulose-5-phosphate 4-epimerase UlaF {ECO:0000250|UniProtKB:P39306}
1_3633	MltA-interacting protein
1_3634	Uncharacterized HTH-type transcriptional regulator YiaU
1_3635	Inner membrane protein YibH
1_3636	Inner membrane protein YiaW
1_3637	Hypothetical protein
1_3638	Betaine aldehyde dehydrogenase {ECO:0000255|HAMAP-Rule:MF_00804}
1_3639	NULL
1_3640	Selenocysteine-specific elongation factor
1_3641	L-seryl-tRNA(Sec) selenium transferase {ECO:0000255|HAMAP-Rule:MF_00423}
1_3642	Uncharacterized GST-like protein YibF
1_3643	Toxin protein Tse5 {ECO:0000303|PubMed:24794869}
1_3644	Protein YibA
1_3645	Putative protein RhsE
1_3646	Uncharacterized protein YibG
1_3647	Inner membrane protein YiaV
1_3648	Uncharacterized protein YibI
1_3649	Mannitol-specific phosphotransferase enzyme IIB component {ECO:0000250|UniProtKB:P28008}
1_3650	Mannitol-1-phosphate 5-dehydrogenase {ECO:0000255|HAMAP-Rule:MF_00196}
1_3651	Mannitol operon repressor {ECO:0000303|PubMed:8300537}
1_3652	Hypothetical protein
1_3653	Uncharacterized protein YibL
1_3654	L-lactate permease
1_3655	Putative L-lactate dehydrogenase operon regulatory protein
1_3656	L-lactate dehydrogenase {ECO:0000255|HAMAP-Rule:MF_01559}
1_3657	tRNA (cytidine(34)-2'-O)-methyltransferase {ECO:0000255|HAMAP-Rule:MF_01885}
1_3658	Serine acetyltransferase 2
1_3659	Glycerol-3-phosphate dehydrogenase [NAD(P)+] {ECO:0000255|HAMAP-Rule:MF_00394}
1_3660	Protein-export protein SecB {ECO:0000255|HAMAP-Rule:MF_00821}
1_3661	Hypothetical protein
1_3662	Uncharacterized protein YibN
1_3663	2,3-bisphosphoglycerate-independent phosphoglycerate mutase {ECO:0000255|HAMAP-Rule:MF_01038}
1_3664	Uncharacterized protein HI_0756
1_3665	Uncharacterized protein HI_0755
1_3666	Uncharacterized glycosyltransferase YibD
1_3667	L-threonine 3-dehydrogenase {ECO:0000255|HAMAP-Rule:MF_00627}
1_3668	8-amino-7-oxononanoate synthase {ECO:0000255|HAMAP-Rule:MF_01693}
1_3669	Protein HtrL
1_3670	ADP-L-glycero-D-manno-heptose-6-epimerase {ECO:0000255|HAMAP-Rule:MF_01601}
1_3671	NULL
1_3672	NULL
1_3673	O-antigen ligase
1_3674	Lipopolysaccharide 1,2-N-acetylglucosaminetransferase
1_3675	Lipopolysaccharide core biosynthesis protein RfaZ
1_3676	Lipopolysaccharide core heptose(II) kinase RfaY
1_3677	Lipopolysaccharide 1,2-glucosyltransferase
1_3678	Lipopolysaccharide 1,3-galactosyltransferase
1_3679	Lipopolysaccharide 1,6-galactosyltransferase
1_3680	Lipopolysaccharide core biosynthesis protein RfaS
1_3681	Lipopolysaccharide core heptose(I) kinase RfaP
1_3682	NULL
1_3683	Lipopolysaccharide core heptosyltransferase RfaQ
1_3684	Probable 3-deoxy-D-manno-octulosonic acid transferase, mitochondrial
1_3685	Phosphopantetheine adenylyltransferase {ECO:0000255|HAMAP-Rule:MF_00151}
1_3686	Formamidopyrimidine-DNA glycosylase {ECO:0000255|HAMAP-Rule:MF_00103}
1_3687	Hypothetical protein
1_3688	Hypothetical protein
1_3689	UPF0758 protein YPDSF_3856 {ECO:0000255|HAMAP-Rule:MF_00018}
1_3690	Phosphopantothenate--cysteine ligase {ECO:0000255|HAMAP-Rule:MF_02225}
1_3691	Deoxyuridine 5'-triphosphate nucleotidohydrolase {ECO:0000255|HAMAP-Rule:MF_00116}
1_3692	Nucleoid occlusion factor SlmA {ECO:0000255|HAMAP-Rule:MF_01839}
1_3693	Orotate phosphoribosyltransferase {ECO:0000255|HAMAP-Rule:MF_01208}
1_3694	Ribonuclease PH {ECO:0000255|HAMAP-Rule:MF_00564}
1_3695	UPF0701 protein HI_0467
1_3696	DNA damage-inducible protein D
1_3697	UPF0126 membrane protein Cj0593c
1_3698	DNA ligase B {ECO:0000255|HAMAP-Rule:MF_01587}
1_3699	Guanylate kinase {ECO:0000255|HAMAP-Rule:MF_00328}
1_3700	Hypothetical protein
1_3701	NULL
1_3702	tRNA (guanosine(18)-2'-O)-methyltransferase {ECO:0000255|HAMAP-Rule:MF_02060, ECO:0000305}
1_3703	ATP-dependent DNA helicase homolog RECG, chloroplastic {ECO:0000305}
1_3704	Sodium/glutamate symporter {ECO:0000255|HAMAP-Rule:MF_02062}
1_3705	Xanthine permease XanQ
1_3706	AsmA family protein YicH
1_3707	Alpha-xylosidase XylQ {ECO:0000303|PubMed:9573180}
1_3708	Isoprimeverose transporter {ECO:0000303|PubMed:9683504}
1_3709	Sugar efflux transporter A
1_3710	Uncharacterized inner membrane transporter YicL
1_3711	Outer membrane lipoprotein 2
1_3712	Uncharacterized protein YicS
1_3713	Transcription regulatory protein OpdE
1_3714	Uncharacterized protein YicN
1_3715	Efflux pump notK' {ECO:0000303|PubMed:23213353}
1_3716	Adenine deaminase {ECO:0000255|HAMAP-Rule:MF_01518}
1_3717	Hexose-6-phosphate:phosphate antiporter {ECO:0000250|UniProtKB:P0AGC0}
1_3718	Glucose-6-phosphate exchanger SLC37A4 {ECO:0000305|PubMed:10026167, ECO:0000305|PubMed:21949678}
1_3719	Signal transduction histidine-protein kinase/phosphatase UhpB {ECO:0000250|UniProtKB:P09835}
1_3720	Transcriptional regulatory protein UhpA {ECO:0000250|UniProtKB:P0AGA6}
1_3721	Acetolactate synthase isozyme 1 small subunit
1_3722	Probable acetolactate synthase 2, chloroplastic
1_3723	Hypothetical protein
1_3724	Multidrug resistance protein D
1_3725	Uncharacterized protein YidF
1_3726	Inner membrane protein YidG
1_3727	Inner membrane protein YidH
1_3728	Inner membrane protein YidI
1_3729	Uncharacterized sulfatase YidJ
1_3730	Uncharacterized symporter YidK
1_3731	Uncharacterized HTH-type transcriptional regulator YidL
1_3732	Hypothetical protein
1_3733	Phospho-alpha-glucosidase PagL
1_3734	Alpha-glucoside-specific phosphotransferase enzyme IIB component
1_3735	Alpha-glucoside-specific phosphotransferase enzyme IIB component
1_3736	Uncharacterized HTH-type transcriptional regulator YidP
1_3737	Putative transport protein YPTS_4123 {ECO:0000255|HAMAP-Rule:MF_01016}
1_3738	Small heat shock protein IbpB {ECO:0000255|HAMAP-Rule:MF_02001}
1_3739	Small heat shock protein IbpA {ECO:0000255|HAMAP-Rule:MF_02000}
1_3740	Hypothetical protein
1_3741	Uncharacterized protein YidR
1_3742	Protein CbrA
1_3743	Probable glucarate transporter
1_3744	NULL
1_3745	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
1_3746	2-dehydro-3-deoxygalactonokinase
1_3747	Galactonate operon transcriptional repressor
1_3748	Uncharacterized protein YidX
1_3749	Putative phosphatase M6_Spy0533
1_3750	Uncharacterized protein YidB
1_3751	DNA gyrase subunit B {ECO:0000255|HAMAP-Rule:MF_01898}
1_3752	DNA replication and repair protein RecF {ECO:0000255|HAMAP-Rule:MF_00365}
1_3753	Beta sliding clamp
1_3754	Chromosomal replication initiator protein DnaA {ECO:0000255|HAMAP-Rule:MF_00377}
1_3755	Hypothetical protein
1_3756	Ribonuclease P protein component {ECO:0000255|HAMAP-Rule:MF_00227}
1_3757	Membrane protein insertase YidC {ECO:0000255|HAMAP-Rule:MF_01810}
1_3758	tRNA modification GTPase MnmE {ECO:0000255|HAMAP-Rule:MF_00379}
1_3759	Tryptophanase {ECO:0000255|HAMAP-Rule:MF_00544}
1_3760	Tryptophan-specific transport protein
1_3761	Multidrug resistance protein MdtL {ECO:0000255|HAMAP-Rule:MF_01530}
1_3762	HTH-type transcriptional regulator YidZ {ECO:0000255|HAMAP-Rule:MF_01607}
1_3763	Uncharacterized protein YieE
1_3764	Quinone reductase {ECO:0000250|UniProtKB:P0AGE6}
1_3765	Adenine/guanine permease AZG1
1_3766	6-phosphogluconate phosphatase
1_3767	Inner membrane protein CbrB
1_3768	UPF0167 protein CbrC
1_3769	Uncharacterized protein YieK
1_3770	Uncharacterized protein YieL
1_3771	Putative outer membrane porin BglH
1_3772	Aryl-phospho-beta-D-glucosidase BglC
1_3773	Sucrose-specific phosphotransferase enzyme IIA component
1_3774	Transcription antiterminator LicT
1_3775	Phosphate-specific transport system accessory protein PhoU homolog
1_3776	Phosphate import ATP-binding protein PstB {ECO:0000255|HAMAP-Rule:MF_01702}
1_3777	Phosphate transport system permease protein PstA
1_3778	Phosphate transport system permease protein PstC
1_3779	Phosphate-binding protein PstS
1_3780	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] {ECO:0000255|HAMAP-Rule:MF_00164}
1_3781	Glucosamine-1-phosphate N-acetyltransferase {ECO:0000255|HAMAP-Rule:MF_01631}
1_3782	ATP synthase epsilon chain {ECO:0000255|HAMAP-Rule:MF_00530}
1_3783	ATP synthase subunit beta {ECO:0000255|HAMAP-Rule:MF_01347}
1_3784	ATP synthase gamma chain {ECO:0000255|HAMAP-Rule:MF_00815}
1_3785	ATP synthase subunit alpha {ECO:0000255|HAMAP-Rule:MF_01346}
1_3786	ATP synthase subunit delta {ECO:0000255|HAMAP-Rule:MF_01416}
1_3787	ATP synthase subunit b {ECO:0000255|HAMAP-Rule:MF_01398}
1_3788	Hypothetical protein
1_3789	ATP synthase subunit a {ECO:0000255|HAMAP-Rule:MF_01393}
1_3790	ATP synthase protein I
1_3791	Ribosomal RNA small subunit methyltransferase G {ECO:0000255|HAMAP-Rule:MF_00074}
1_3792	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG {ECO:0000255|HAMAP-Rule:MF_00129}
1_3793	Protein MioC
1_3794	Regulatory protein AsnC
1_3795	Aspartate--ammonia ligase {ECO:0000255|HAMAP-Rule:MF_00555}
1_3796	Protein ViaA {ECO:0000255|HAMAP-Rule:MF_01626}
1_3797	ATPase RavA {ECO:0000255|HAMAP-Rule:MF_01625}
1_3798	Low affinity potassium transport system protein kup {ECO:0000255|HAMAP-Rule:MF_01522}
1_3799	D-ribose pyranase {ECO:0000255|HAMAP-Rule:MF_01661}
1_3800	Ribose import ATP-binding protein RbsA {ECO:0000255|HAMAP-Rule:MF_01716}
1_3801	L-arabinose ABC transporter permease protein AraH
1_3802	Ribose import binding protein RbsB {ECO:0000250|UniProtKB:P02925}
1_3803	Ribokinase {ECO:0000250|UniProtKB:P0A9J6, ECO:0000255|HAMAP-Rule:MF_03215}
1_3804	HTH-type transcriptional repressor PurR {ECO:0000255|HAMAP-Rule:MF_01277}
1_3805	Putative transposase InsD for insertion element IS2E
1_3806	Insertion element IS2A uncharacterized 48.2 kDa protein
1_3807	Hypothetical protein
1_3808	Putative multidrug resistance protein MdtD {ECO:0000255|HAMAP-Rule:MF_01577}
1_3809	Uncharacterized HTH-type transcriptional regulator YieP
1_3810	Hypothetical protein
1_3811	HTH-type transcriptional regulator HdfR {ECO:0000255|HAMAP-Rule:MF_01233}
1_3812	UPF0438 protein YifE
1_3813	Uncharacterized protein MT2965
1_3814	Hypothetical protein
1_3815	Acetolactate synthase isozyme 3 large subunit
1_3816	Acetolactate synthase large subunit
1_3817	Hypothetical protein
1_3818	Probable branched-chain-amino-acid aminotransferase
1_3819	Dihydroxy-acid dehydratase {ECO:0000255|HAMAP-Rule:MF_00012}
1_3820	Threonine dehydratase biosynthetic, chloroplastic {ECO:0000305}
1_3821	HTH-type transcriptional activator IlvY
1_3822	Ketol-acid reductoisomerase (NADP(+)) {ECO:0000255|HAMAP-Rule:MF_00435}
1_3823	Peptidyl-prolyl cis-trans isomerase C
1_3824	Hypothetical protein
1_3825	NULL
1_3826	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase {ECO:0000255|HAMAP-Rule:MF_01550}
1_3827	ATP-dependent RNA helicase RhlB {ECO:0000255|HAMAP-Rule:MF_00661}
1_3828	Thioredoxin 1
1_3829	Transcription termination factor Rho {ECO:0000255|HAMAP-Rule:MF_01884}
1_3830	Hypothetical protein
1_3831	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase {ECO:0000255|HAMAP-Rule:MF_02030}
1_3832	ECA polysaccharide chain length modulation protein {ECO:0000255|HAMAP-Rule:MF_02025}
1_3833	UDP-N-acetylglucosamine 2-epimerase
1_3834	UDP-N-acetyl-D-mannosamine dehydrogenase {ECO:0000303|PubMed:25305481}
1_3835	UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose 4-keto-reductase {ECO:0000305|PubMed:17190829}
1_3836	Glucose-1-phosphate thymidylyltransferase
1_3837	dTDP-fucosamine acetyltransferase {ECO:0000255|HAMAP-Rule:MF_02027, ECO:0000305}
1_3838	dTDP-4-amino-4,6-dideoxygalactose transaminase {ECO:0000255|HAMAP-Rule:MF_02026, ECO:0000305}
1_3839	Lipid III flippase {ECO:0000255|HAMAP-Rule:MF_02024}
1_3840	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase {ECO:0000255|HAMAP-Rule:MF_01002}
1_3841	Probable ECA polymerase {ECO:0000255|HAMAP-Rule:MF_01003}
1_3842	UDP-N-acetyl-D-mannosaminuronic acid transferase {ECO:0000255|HAMAP-Rule:MF_01001}
1_3843	Lysine permease LysP {ECO:0000305}
1_3844	Serine-type anaerobic sulfatase-maturating enzyme {ECO:0000305}
1_3845	Putative sulfatase AslA
1_3846	Protein HemY homolog
1_3847	Protein HemX {ECO:0000305}
1_3848	Uroporphyrinogen-III synthase
1_3849	Porphobilinogen deaminase {ECO:0000255|HAMAP-Rule:MF_00260}
1_3850	NULL
1_3851	Iron-sulfur cluster assembly protein CyaY {ECO:0000255|HAMAP-Rule:MF_00142}
1_3852	Hypothetical protein
1_3853	Diaminopimelate epimerase {ECO:0000255|HAMAP-Rule:MF_00197}
1_3854	Uncharacterized protein YigA
1_3855	Hypothetical protein
1_3856	Tyrosine recombinase XerC {ECO:0000255|HAMAP-Rule:MF_01808}
1_3857	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB {ECO:0000303|PubMed:24123841}
1_3858	ATP-dependent DNA helicase PcrA
1_3859	Uncharacterized protein YigE
1_3860	Magnesium transport protein CorA
1_3861	Uncharacterized protein YigF
1_3862	Inner membrane protein YigG
1_3863	Protein RarD
1_3864	Uncharacterized protein YigI
1_3865	Phospholipase A1
1_3866	Putative ATP-dependent RNA helicase R290
1_3867	Threonine efflux protein
1_3868	Uncharacterized membrane protein VC_0136
1_3869	Lysophospholipase L2
1_3870	Putative phosphatase BU028/BU029
1_3871	Probable biotin transporter {ECO:0000250|UniProtKB:P0ADP5}
1_3872	HTH-type transcriptional regulator MetR
1_3873	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase {ECO:0000255|HAMAP-Rule:MF_00172}
1_3874	Putative carboxymethylenebutenolidase
1_3875	Uridine phosphorylase
1_3876	DNA recombination protein RmuC homolog
1_3877	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE {ECO:0000255|HAMAP-Rule:MF_01813}
1_3878	Ubiquinone biosynthesis accessory factor UbiJ {ECO:0000255|HAMAP-Rule:MF_02215}
1_3879	Probable protein kinase UbiB {ECO:0000255|HAMAP-Rule:MF_00414}
1_3880	Hypothetical protein
1_3881	Sec-independent protein translocase protein TatB {ECO:0000255|HAMAP-Rule:MF_00237}
1_3882	Sec-independent protein translocase protein TatC {ECO:0000255|HAMAP-Rule:MF_00902}
1_3883	3'-5' ssDNA/RNA exonuclease TatD {ECO:0000255|HAMAP-Rule:MF_00901}
1_3884	Transcription antitermination protein RfaH {ECO:0000255|HAMAP-Rule:MF_00951}
1_3885	3-octaprenyl-4-hydroxybenzoate carboxy-lyase {ECO:0000255|HAMAP-Rule:MF_01636}
1_3886	NAD(P)H-flavin reductase
1_3887	3-ketoacyl-CoA thiolase {ECO:0000255|HAMAP-Rule:MF_01620}
1_3888	3-hydroxyacyl-CoA dehydrogenase {ECO:0000255|HAMAP-Rule:MF_01621}
1_3889	Xaa-Pro dipeptidase {ECO:0000255|HAMAP-Rule:MF_01279}
1_3890	IMPACT family member HI_0722
1_3891	Trk system potassium uptake protein TrkI
1_3892	Protoporphyrinogen IX dehydrogenase [quinone] {ECO:0000255|HAMAP-Rule:MF_00853}
1_3893	Hypothetical protein
1_3894	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
1_3895	Molybdenum cofactor guanylyltransferase {ECO:0000255|HAMAP-Rule:MF_00316}
1_3896	Hypothetical protein
1_3897	Serine/threonine protein kinase RdoA {ECO:0000303|PubMed:17302814}
1_3898	Thiol:disulfide interchange protein DsbA
1_3899	Uncharacterized protein YihF
1_3900	Probable acyltransferase YihG
1_3901	Hypothetical protein
1_3902	DNA polymerase I
1_3903	Probable GTP-binding protein EngB {ECO:0000255|HAMAP-Rule:MF_00321}
1_3904	Der GTPase-activating protein YihI {ECO:0000255|HAMAP-Rule:MF_01058}
1_3905	Oxygen-independent coproporphyrinogen III oxidase
1_3906	Hypothetical protein
1_3907	C4-dicarboxylate transport transcriptional regulatory protein DctD {ECO:0000305}
1_3908	Sensory histidine kinase/phosphatase NtrB {ECO:0000250|UniProtKB:P0AFB5}
1_3909	Glutamine synthetase
1_3910	NULL
1_3911	Uncharacterized HTH-type transcriptional regulator YihL
1_3912	Uncharacterized protein YihM
1_3913	Inner membrane protein YihN {ECO:0000305}
1_3914	Porin OmpL
1_3915	Uncharacterized symporter YjmB
1_3916	Uncharacterized symporter YjmB
1_3917	Sulfoquinovosidase {ECO:0000303|PubMed:26878550}
